RCR;ISIL;LIBELLE
352382309;FR-352382309;RENNES-Agrocampus-Bibl.UMR SMART
352382311;FR-352382311;RENNES-INSPE Bretagne
352382312;FR-352382312;RENNES-Rennes School of Business
352382318;FR-352382318;RENNES-Ecole Architecture
352382323;FR-352382323;RENNES-L'Institut Agro
352382324;FR-352382324;RENNES-IFPEK
352382337;FR-352382337;RENNES-Centre Eugène Marquis
352382339;FR-352382339;RENNES-Sciences Po
352382340;FR-352382340;RENNES-INRIA Rennes
352382341;FR-352382341;RENNES-EESAB
352384001;FR-352384001;RENNES-Centre doc. Lycée Zola
352385107;FR-352385107;RENNES-Archives Départementale
352385108;FR-352385108;RENNES-INSEE
352385109;FR-352385109;RENNES-Bib. FRAC Bretagne
352385120;FR-352385120;RENNES-CRDP
352385121;FR-352385121;RENNES-Archives municipales
352385136;FR-352385136;RENNES2-Bib. François-Lebrun
352385201;FR-352385201;RENNES-ENSCR
352385202;FR-352385202;RENNES-CNR
352385216;FR-352385216;RENNES-CH Guillaume Régnier
352385238;FR-352385238;RENNES-CEMAGREF
352385401;FR-352385401;RENNES-Dastum
352385402;FR-352385402;RENNES-Archives Evêché
352385403;FR-352385403;RENNES-Bib. diocésaine
352386106;FR-352386106;RENNES-BMVR Rennes-Metropole
352386301;FR-352386301;RENNES-BDP Ille-Villaine
352389702;FR-352389702;RENNES-EHESP / STAR
352389902;FR-352389902;RENNES2-Bib. électronique
352406201;FR-352406201;LE RHEU-BM
352786201;FR-352786201;SAINT-GREGOIRE-Médiathèque
352885101;FR-352885101;ST MALO-Archives municipales
352886201;FR-352886201;SAINT-MALO-Médiathèque
353346201;FR-353346201;Thorigné-Fouillard-Mediatheque
353605101;FR-353605101;VITRÉ-Archives municipales
353606201;FR-353606201;VITRE-Mediatheque Sévigné
360442201;FR-360442201;CHATEAUROUX-IUT
360442202;FR-360442202;CHATEAUROUX-CES
360442203;FR-360442203;CHATEAUROUX-INSPE
360445101;FR-360445101;CHATEAUROUX-Archives Dép.
360445201;FR-360445201;CHATEAUROUX-Musee-Hotel Bertrand
360446201;FR-360446201;CHATEAUROUX-BM
360446202;FR-360446202;CHATEAUROUX-Bib. Saint-Jean
360446203;FR-360446203;CHATEAUROUX-Bib. Beaulieu
360446301;FR-360446301;CHATEAUROUX-BDP Indre
360466201;FR-360466201;LA CHATRE-BM.
360466202;FR-360466202;LA CHATRE-Bib. Intercommunale
360636201;FR-360636201;DEOLS-BM
360882201;FR-360882201;ISSOUDUN-IUT
360886201;FR-360886201;ISSOUDUN-Mediatheque A.Camus
370036201;FR-370036201;AMBOISE-BM
370505101;FR-370505101;CHAMBRAY LES TOURS-Archives Dé
370506201;FR-370506201;CHAMBRAY-LES-TOURS-BM
370725301;FR-370725301;CHINON-Societe Hist Vienne Loire
370726301;FR-370726301;CHINON-BDP Annexe
371135401;FR-371135401;LE GD PRESSIGNY- Sté Amis Muse
371226201;FR-371226201;JOUE-LES-TOURS-BM
371325101;FR-371325101;LOCHES-Musée Lansyer
371326201;FR-371326201;LOCHES-BM
371326301;FR-371326301;LOCHES-BDP Annexe
371392201;FR-371392201;TOURS-INSPE
371566201;FR-371566201;MONTLOUIS/LOIRE-Médiathèque
371592301;FR-371592301;MONTS-CEA-C.Et. du Ripault
371956201;FR-371956201;LA RICHE-Médiathèque
372086201;FR-372086201;ST AVERTIN-BM
372266201;FR-372266201;ST-MAURE DE TOURAINE-BM
372336201;FR-372336201;ST PIERRE/CORPS-BM
372610011;FR-372610011;TOURS-Bibl.électronique
372612101;FR-372612101;TOURS-BU Droit Sci.Econ.Géogr.
372612102;FR-372612102;TOURS-BU Lettres
372612103;FR-372612103;TOURS-BU Médecine
372612104;FR-372612104;TOURS-BU Sciences Pharmacie
372612203;FR-372612203;TOURS-Bib. Histoire-Art
372612204;FR-372612204;TOURS-Bib. Musicale de Touraine
372612206;FR-372612206;TOURS-IUT
372612208;FR-372612208;TOURS-Polytech'Dép.Aménageme
372612209;FR-372612209;TOURS-Polytech'Informat.Product.
372612210;FR-372612210;TOURS-Bib. Droit Recherche
372612211;FR-372612211;TOURS-Bib.philosophie
372612212;FR-372612212;TOURS-MSH Villes et Territoires
372612214;FR-372612214;TOURS-Bib. Maths Physique Theor.
372612215;FR-372612215;TOURS-MOIP
372612216;FR-372612216;TOURS-Bib. Ecole d'orthophonie
372612217;FR-372612217;TOURS-Univ. F. Rabelais. CRL
372612218;FR-372612218;TOURS-Université Archives
372612301;FR-372612301;TOURS-TALM Bibliothèque
372612303;FR-372612303;TOURS-France Business School
372612304;FR-372612304;TOURS-CHRU-IFPS
372612305;FR-372612305;TOURS-Bib. Inst. travail social
372615101;FR-372615101;TOURS-Archives Départementales
372615102;FR-372615102;TOURS-Musée Beaux-Arts
372615201;FR-372615201;TOURS-CDDP Indre & Loire
372615204;FR-372615204;TOURS-EDF
372615206;FR-372615206;TOURS-C.Et.Sup.Renaissance
372615207;FR-372615207;TOURS-Inst.Eur.Hist.Alimentation
372615209;FR-372615209;TOURS-Documentation CFMI
372615303;FR-372615303;TOURS-Nvelle Rép.Centre Ouest
372615304;FR-372615304;TOURS-Cinémas Studio
372615305;FR-372615305;TOURS-Bib. diocésaine
372615401;FR-372615401;TOURS-Sté Archéol.Touraine
372615402;FR-372615402;TOURS-Centre doc. IRFSS
372616101;FR-372616101;TOURS-BM
372616301;FR-372616301;TOURS-BDP Indre et Loire
380346201;FR-380346201;BEAUREPAIRE-BM
380536201;FR-380536201;BOURGOIN-JALLIEU-Méd. CAPI
380536301;FR-380536301;BOURGOIN JAILLIEU-BDP Annexe
381305401;FR-381305401;LA COTE ST-ANDRE-Musee  Berlioz
381512201;FR-381512201;GRENOBLE-Inst. Com/Médias
381515101;FR-381515101;ECHIROLLES-Musée Géo-Charles
381515201;FR-381515201;GRENOBLE-Synd.Intercomm.Eaux
381515301;FR-381515301;ECHIROLLES-IFTS
381696202;FR-381696202;FONTAINE-BM P. Eluard
381756201;FR-381756201;FROGES/VILLARD-BONNOT-Bib. Inter
381852202;FR-381852202;GRENOBLE-IUGA
381852204;FR-381852204;GRENOBLE-LPSC
381852206;FR-381852206;GRENOBLE-IUT2
381852210;FR-381852210;GRENOBLE-Centre Doc Fac Droit
381852301;FR-381852301;GRENOBLE INP-Phelma
381852302;FR-381852302;GRENOBLE-CNRS-Group.laboratoires
381852303;FR-381852303;GRENOBLE-Inst.Von Laue/Langevin
381852304;FR-381852304;GRENOBLE-Ecole de Management
381852306;FR-381852306;GRENOBLE-INSPE
381855101;FR-381855101;GRENOBLE-Musée
381855105;FR-381855105;GRENOBLE-Ecole Architecture
381855106;FR-381855106;GRENOBLE-Archives Dép.
381855107;FR-381855107;GRENOBLE-CIIP
381855108;FR-381855108;GRENOBLE-IRMa
381855109;FR-381855109;GRENOBLE-Bib. Conservatoire
381855110;FR-381855110;GRENOBLE-Ecole sup Art et Design
381855111;FR-381855111;GRENOBLE-Maison de la montagne
381855112;FR-381855112;GRENOBLE-Ecritures théâtr.
381855201;FR-381855201;GRENOBLE-Musée dauphinois
381855204;FR-381855204;GRENOBLE-CDDP Isère
381855205;FR-381855205;GRENOBLE-Archives
381855206;FR-381855206;GRENOBLE-Agence Urbanisme
381855208;FR-381855208;GRENOBLE-CAEE Isère
381855210;FR-381855210;GRENOBLE-Museum Hist.Naturelle
381855211;FR-381855211;GRENOBLE-Centre de doc. OPC
381855301;FR-381855301;GRENOBLE-MFPF
381855302;FR-381855302;GRENOBLE-Centre tech. Papier
381855303;FR-381855303;GRENOBLE-MNEI
381855404;FR-381855404;GRENOBLE-EMBL
381855406;FR-381855406;GRENOBLE-Artelia
381855407;FR-381855407;GRENOBLE-Editions Glénat
381856101;FR-381856101;GRENOBLE-BM Centre ville
381856103;FR-381856103;GRENOBLE-BM-Etude Patrimoine
381856105;FR-381856105;GRENOBLE-Bibliothèque Arlequin
381856201;FR-381856201;GRENOBLE-Bib. Jardin de la ville
381856202;FR-381856202;GRENOBLE-Bib. Haquelin
381856203;FR-381856203;GRENOBLE-BM internationale
381856204;FR-381856204;GRENOBLE-Bib. St Bruno
381856205;FR-381856205;GRENOBLE-Bib. Abbaye-les-bains
381856206;FR-381856206;GRENOBLE-Bib. Alliance
381856207;FR-381856207;GRENOBLE-Bib. Kateb Yacine
381856208;FR-381856208;GRENOBLE-Bib. Des relais lecture
381856209;FR-381856209;GRENOBLE-Bib. Des Eaux-Claires
381856210;FR-381856210;GRENOBLE-Bib. Premol
381856211;FR-381856211;GRENOBLE-Bib. Teisseire-Malherbe
381936201;FR-381936201;L'ISLE-D'ABEAU-Méd. CAPI
382266201;FR-382266201;MENS-Médiathèque
382295301;FR-382295301;MEYLAN-ABCER
382396201;FR-382396201;MOIRANS-Médiathèque G.Sand
383176201;FR-383176201;PONT DE CLAIX-BM Aragon
383595401;FR-383595401;ST ANTOINE/ABBAYE-Cure
383825201;FR-383825201;ST EGREVE-CH
383846201;FR-383846201;ST ETIENNE/ST GEOIRS-BM
383972301;FR-383972301;GRENOBLE-INRIA Rhône-Alpes
384166201;FR-384166201;ST MARCELLIN-BM
384212101;FR-384212101;GRENOBLE-BU Droit/Lettres
384212103;FR-384212103;GRENOBLE-BU Joseph-Fourier
384212201;FR-384212201;GRENOBLE-Sciences Po
384212202;FR-384212202;GRENOBLE-IUT1
384212203;FR-384212203;GRENOBLE-Bib. GIPSA-Stendhal
384212205;FR-384212205;GRENOBLE-Bib. Fac Economie
384212206;FR-384212206;GRENOBLE- PACTE-EDDEN
384212208;FR-384212208;GRENOBLE-Cultures Italie Europe
384212209;FR-384212209;GRENOBLE-IAE
384212210;FR-384212210;GRENOBLE1-Lab.Physiol.végéta
384212211;FR-384212211;GRENOBLE1-Education physique
384212217;FR-384212217;GRENOBLE1-Biologie
384212221;FR-384212221;GRENOBLE-UFR ARSH
384212222;FR-384212222;GRENOBLE2-CREG-GAEL
384212223;FR-384212223;GRENOBLE-Inst.Fourier
384212226;FR-384212226;GRENOBLE-Bib. Langues
384212229;FR-384212229;GRENOBLE-UFR LLASIC Bulles
384212232;FR-384212232;ST MARTIN D'H.-Lab.Génétique
384212233;FR-384212233;GRENOBLE-DLST-L'R
384212236;FR-384212236;GRENOBLE-ENSE3-G2ELAB
384212237;FR-384212237;GRENOBLE-Bib. Dialectologie
384212239;FR-384212239;GRENOBLE-Cellule Mathdoc
384212301;FR-384212301;GRENOBLE-GIPSA-lab
384212302;FR-384212302;GRENOBLE-IMAG
384212304;FR-384212304;GRENOBLE-INP - Pagora
384212305;FR-384212305;ST MARTIN D'HERES-SIMAP
384212308;FR-384212308;ST MARTIN D'H.-ENSEE
384212309;FR-384212309;ST MARTIN D'H.-ENSIE
384212310;FR-384212310;GRENOBLE-ENSGI
384215101;FR-384215101;ST MARTIN D'H.-CIO SUP
384215102;FR-384215102;GRENOBLE-IREM
384216201;FR-384216201;ST MARTIN D'H.-BM Langevin
384216301;FR-384216301;ST MARTIN D'H.-BDP Isère
384219901;FR-384219901;GRENOBLE-UGA-Bib. électronique
384256201;FR-384256201;SAINT-MAURICE-L'EXIL-Médiath.
384746201;FR-384746201;SASSENAGE-Méd. L'Ellipse
384856201;FR-384856201;SEYSINET-PARISET-BM
385162101;FR-385162101;GRENOBLE-BU Médecine pharm.
385162201;FR-385162201;GRENOBLE-Centre cancérologie
385162202;FR-385162202;GRENOBLE-Infos risques
385376201;FR-385376201;LA VERPILLIERE-Méd. CAPI
385445401;FR-385445401;VIENNE-Sté amis de Vienne
385446201;FR-385446201;VIENNE-BM
385535301;FR-385535301;VILLEFONTAINE-La Poéthèque
385536201;FR-385536201;VILLEFONTAINE-Médiath. CAPI
385625101;FR-385625101;VIZILLE-bib.Albert Soboul
385636201;FR-385636201;VOIRON-Médiathèque
385656201;FR-385656201;VOREPPE-Méd. Stravinski
390136201;FR-390136201;ARBOIS-Bib. intercommunale
390136401;FR-390136401;ARBOIS-Bib. Val de la Cuisance
390976201;FR-390976201;CHAMPAGNOLE-BM
391986102;FR-391986102;DOLE-BM
392466201;FR-392466201;GENDREY-Méd. Jura Nord
392466301;FR-392466301;GENDREY-BDP Annexe
393005201;FR-393005201;LONS LE SAUNIER-BU INSPE/CANOPE
393005403;FR-393005403;LONS LE SAUNIER-Bibl.Montciel
393006201;FR-393006201;LONS LE SAUNIER-BM
393006301;FR-393006301;LONS LE SAULNIER-Med depart Jura
393335401;FR-393335401;MOIRANS-Musée du Jouet
393625102;FR-393625102;MONTMOROT-Archives Dép.
393686201;FR-393686201;MOREZ-Bib. Intercommunale
393704001;FR-393704001;MOUCHARD-Lycée Technique Bois
394346201;FR-394346201;POLIGNY-Bibl. Communautaire
394785301;FR-394785301;ST-CLAUDE-Bib. La fraternelle
394786201;FR-394786201;ST CLAUDE-Médiath. St-Claude
394786401;FR-394786401;ST-CLAUDE-Archives municipales
395006201;FR-395006201;Salins-les-Bains-BM
400016201;FR-400016201;AIRE/ADOUR-BM
400882201;FR-400882201;BORDEAUX-UB-Bib.Institut therma
400885301;FR-400885301;DAX-Société de Borda
400886201;FR-400886201;DAX-BM
400886501;FR-400886501;DAX-Bibl. diocésaine
401922101;FR-401922101;PAU-IUT/Mont-de-Marsan
401922201;FR-401922201;MONT DE MARSAN-INSPE
401925101;FR-401925101;MONT DE MARSAN-Archives Dép.
401926201;FR-401926201;MONT DE MARSAN-BM
401926301;FR-401926301;MONT DE MARSAN-BDP Landes
402796201;FR-402796201;ST PAUL LES DAX-BM
403126201;FR-403126201;TARNOS-BM
410182101;FR-410182101;BLOIS-BU
410182201;FR-410182201;BLOIS-INSPE
410182301;FR-410182301;BLOIS-INSA Centre Val de Loire
410185101;FR-410185101;BLOIS-Archives Départementales
410185102;FR-410185102;BLOIS-Admin.Départementale
410185202;FR-410185202;BLOIS-CDDP Loir & Cher
410185203;FR-410185203;BLOIS-Musée Beaux-Arts
410185301;FR-410185301;BLOIS-CCI
410185302;FR-410185302;BLOIS-Bib. Musée diocésain
410186201;FR-410186201;BLOIS-Bibl.Abbé Grégoire
410186202;FR-410186202;BLOIS-BM
411436201;FR-411436201;MONDOUBLEAU-Mediath. Jules Verne
411945201;FR-411945201;ROMORANTIN-LANTHENAY-MuseeSologn
412096201;FR-412096201;ST-FIRMIN-PRÉS-Médiathèque
412696201;FR-412696201;VENDOME-BM
420236301;FR-420236301;BOURG ARGENTAL-BDP Annexe
420446201;FR-420446201;LE CHAMBON FEUGEROLLES-Bib.
420526201;FR-420526201;CHARLIEU-Bib. Intercommunale
420526301;FR-420526301;CHARLIEU-BDP Annexe
420952201;FR-420952201;FIRMINY-Bib. E-CorBU
420952301;FR-420952301;FIRMINY-IREIS
420956201;FR-420956201;FIRMINY-Bib. L. Aragon
421475301;FR-421475301;MONTBRISON-La Diana
421476201;FR-421476201;MONTBRISON-BM
421476301;FR-421476301;MONTBRISON-BDP Loire
421566301;FR-421566301;NEULISE-BDP Annexe
421836201;FR-421836201;LA RICAMARIE-Méd. J. Verne
421866201;FR-421866201;RIVE DE GIER-Méd. L. Aragon
421872101;FR-421872101;ROANNE-BU
421875101;FR-421875101;ROANNE-Bib. Joseph Déchelette
421876201;FR-421876201;ROANNE-Médiathèque
421896201;FR-421896201;ROCHE LA MOLIERE-BM
422045401;FR-422045401;ST BONNET/CHÂTEAU-Collégiale
422046201;FR-422046201;ST BONNET/CHATEAU-BM
422076201;FR-422076201;ST CHAMOND-Mediath. L. Labé
422182101;FR-422182101;ST ETIENNE-BU Droit-Let-Eco-Huma
422182102;FR-422182102;ST ETIENNE-BU Santé
422182103;FR-422182103;ST ETIENNE-BU Sci Métare
422182104;FR-422182104;ST ETIENNE-BU Sci Manufacture
422182202;FR-422182202;ST ETIENNE-UFR Lettres langues
422182203;FR-422182203;ST ETIENNE-Univ-CERCRID
422182204;FR-422182204;ST ETIENNE-Univ.-GATE-LSE
422182205;FR-422182205;ST ETIENNE-Univ.-Doc. administr.
422182206;FR-422182206;ST ETIENNE-IUT
422182208;FR-422182208;ST ETIENNE-ICL
422182209;FR-422182209;ST ETIENNE-Univ.-CIEREC
422182210;FR-422182210;ST ETIENNE-Univ.-Jean Palerne
422182212;FR-422182212;ST ETIENNE-CELEC
422182301;FR-422182301;ST ETIENNE-EN3S
422182302;FR-422182302;ST ETIENNE-ESADSE
422182303;FR-422182303;ST ETIENNE-ENISE
422182304;FR-422182304;ST ETIENNE-ENS des Mines
422182305;FR-422182305;STETIENNE-emlyon business school
422182306;FR-422182306;ST ETIENNE-ENSASE
422182307;FR-422182307;ST ETIENNE-Univ.-CERCOR
422182310;FR-422182310;LYON1-Saint-Etienne-INSPE
422185101;FR-422185101;ST ETIENNE-Archives Dép.
422185102;FR-422185102;ST ETIENNE-Archives Municipales
422185105;FR-422185105;ST ETIENNE-Musée art moderne
422185108;FR-422185108;ST ETIENNE- Art et industrie
422185203;FR-422185203;ST ETIENNE-CHU-Doc.
422185206;FR-422185206;ST ETIENNE-Transfusion sang.
422185207;FR-422185207;ST ETIENNE-CCI
422185208;FR-422185208;ST-ETIENNE-IRFSS Croix-Rouge
422185301;FR-422185301;ST ETIENNE-Bibl. A. Roublev
422186101;FR-422186101;ST ETIENNE-BM
422189901;FR-422189901;ST ETIENNE-Bib. Électronique
422935201;FR-422935201;ST VICTOR/RHINS-Mairie
430406201;FR-430406201;BRIOUDE-BM
430416201;FR-430416201;BRIVES CHARENSAC-BM
430516201;FR-430516201;CHAMBON/LIGNON-BM Chambon
431356201;FR-431356201;MONASTIER/GAZEILLE-Bib. Inter
431572201;FR-431572201;LE PUY EN VELAY-BU
431572301;FR-431572301;LE PUY EN VELAY-UCLy BUHDL
431575101;FR-431575101;LE PUY EN VELAY-Archives Dép.
431575201;FR-431575201;LE PUY EN VELAY-CDDP Hte Loire
431575202;FR-431575202;LE PUY EN VELAY-CH Ste Marie
431575401;FR-431575401;LE PUY EN VELAY-Bib diocésaine
431576201;FR-431576201;LE PUY EN VELAY-BM
431576301;FR-431576301;LE PUY EN VELAY-BDP Hte Loire
431625201;FR-431625201;RETOURNAC-Musée Manufactures
431626201;FR-431626201;RETOURNAC-Mediatheque Garnier
440156201;FR-440156201;BLAIN-Médiathèque
440206201;FR-440206201;BOUGUENAIS-Méd. Condorcet
440266201;FR-440266201;CARQUEFOU-Méd. Municipale
440266301;FR-440266301;CARQUEFOU-Bib. departementale
440356201;FR-440356201;LA CHAPELLE/ERDRE-BM
440366201;FR-440366201;CHATEAUBRIANT-Médiathèque
440476201;FR-440476201;COUERON-Méd. Municipale
440556201;FR-440556201;LA BAULE-BM
440696201;FR-440696201;GUERANDE-Méd. S. Beckett
440845401;FR-440845401;LE LOROUX BOT.-Bibl.Nat.Bretagne
441092101;FR-441092101;NANTES-BU Santé
441092102;FR-441092102;NANTES-BU Lettres
441092103;FR-441092103;NANTES-BU Droit
441092104;FR-441092104;NANTES-BU Sciences
441092105;FR-441092105;NANTES-BU Technologie
441092106;FR-441092106;NANTES-UCO BU
441092201;FR-441092201;NANTES-Fac. Psychologie
441092202;FR-441092202;NANTES-Bib. CRHIA
441092206;FR-441092206;NANTES-IUT Joffre
441092207;FR-441092207;NANTES-Bib. Socio F. Mollé
441092208;FR-441092208;NANTES-CRDM
441092209;FR-441092209;NANTES-CIDRE
441092211;FR-441092211;NANTES-DEP Philo-lettres clas
441092213;FR-441092213;NANTES-CRL
441092214;FR-441092214;NANTES-Géothèque
441092215;FR-441092215;NANTES-IAE
441092218;FR-441092218;NANTES-SUIO
441092219;FR-441092219;NANTES-Bib.Odontologie
441092220;FR-441092220;NANTES-IUT Carquefou
441092221;FR-441092221;NANTES-Centre François Viète
441092301;FR-441092301;NANTES-IFREMER
441092302;FR-441092302;NANTES-ONIRIS Vétérinaire
441092303;FR-441092303;NANTES-ONIRIS Agroalimentaire
441092304;FR-441092304;NANTES-INRA
441092305;FR-441092305;NANTES-Ecole des Beaux-Arts
441092306;FR-441092306;NANTES-Ecole Centrale
441092307;FR-441092307;NANTES-Ecole Architecture
441092309;FR-441092309;NANTES-Inspé Acad. de Nantes
441092310;FR-441092310;NANTES-IEA-MSH
441092311;FR-441092311;NANTES-Audencia
441092312;FR-441092312;NANTES-Cité Formation Entrepr.
441092313;FR-441092313;NANTES-Inst.Cath.Arts&Métiers
441092314;FR-441092314;NANTES-Ecole des Mines
441092316;FR-441092316;NANTES-Institut de l'homme
441092317;FR-441092317;NANTES-CHU Centre de doc.
441095101;FR-441095101;NANTES-INSEE
441095104;FR-441095104;NANTES-ARS
441095105;FR-441095105;NANTES-Muséum Hist.Naturelle
441095106;FR-441095106;NANTES-CREDEPS
441095107;FR-441095107;NANTES-Archives departementales
441095108;FR-441095108;NANTES-CADN
441095109;FR-441095109;NANTES-Musée d'arts
441095110;FR-441095110;NANTES-Hôtel De Région-CDR
441095111;FR-441095111;NANTES-Centre hist. du travail
441095112;FR-441095112;NANTES-Centre etudes verniennes
441095201;FR-441095201;NANTES-Atelier Canopé
441095202;FR-441095202;NANTES-Edition jeunesse
441095203;FR-441095203;NANTES-Musée Thomas Dobrée
441095204;FR-441095204;NANTES-IRA
441095207;FR-441095207;NANTES-Inovalys
441095208;FR-441095208;NANTES-COMPAS
441095209;FR-441095209;NANTES-DCS
441095210;FR-441095210;NANTES-IRDP
441095211;FR-441095211;NANTES-CDMO
441095212;FR-441095212;NANTES-Mobilis
441095301;FR-441095301;NANTES-Ecole de design
441095303;FR-441095303;NANTES-C.Tech.Ind.Mécaniques
441095305;FR-441095305;NANTES-Observ.Rég.Santé
441095307;FR-441095307;NANTES-Bibliotheque Seminaire
441095402;FR-441095402;NANTES-Arc'Antique
441095406;FR-441095406;NANTES-Cerema DTerOuest
441096101;FR-441096101;NANTES-BM
441099901;FR-441099901;NANTES-Bibliotheque electronique
441146201;FR-441146201;ORVAULT-BM
441296201;FR-441296201;PONTCHATEAU-Bib. Intercommunale
441316201;FR-441316201;PORNIC-Méd. Municipale
441326201;FR-441326201;PORNICHET-Méd. Municipale
441436201;FR-441436201;REZE-BM
441626201;FR-441626201;SAINT HERBLAIN-BM
441626202;FR-441626202;ST HERBLAIN-Médiathèque
441696201;FR-441696201;ST-JULIEN-DE-CONCELLES-Med.
441726201;FR-441726201;STE LUCE/LOIRE-Méd. Goscinny
441842101;FR-441842101;ST NAZAIRE-BU
441842201;FR-441842201;ST NAZAIRE-IUT
441846201;FR-441846201;ST NAZAIRE-Méd. E. Caux
441906201;FR-441906201;ST SEBASTIEN/LOIRE-BM
441986201;FR-441986201;LES SORINIERES-Médiathèque
442096201;FR-442096201;TREILLERES-BM
442156201;FR-442156201;VERTOU-BM
450046201;FR-450046201;AMILLY-BM
450065101;FR-450065101;ORLEANS-INRA
450686201;FR-450686201;CHALETTE/LOING-Méd. Municipale
451476201;FR-451476201;FLEURY LES AUBRAIS-BM Jacobins
451556201;FR-451556201;GIEN-BM
452036201;FR-452036201;MEUNG S/LOIRE-BM
452086201;FR-452086201;MONTARGIS-BM
452292301;FR-452292301;LE CHESNOY LES BARRES-LEGTA
452295101;FR-452295101;NOGENT S/VER.-C.Machinisme Agric
452322301;FR-452322301;OLIVET-ARDEQAF-ERTS
452326201;FR-452326201;OLIVET-Bib. Du Val
452326202;FR-452326202;OLIVET-BM
452342102;FR-452342102;ORLEANS-BU Droit
452342103;FR-452342103;ORLEANS-BU Lettres
452342104;FR-452342104;ORLEANS-BU Sciences
452342201;FR-452342201;ORLEANS-INSPE
452342204;FR-452342204;ORLEANS-Institut Denis Poisson
452342208;FR-452342208;ORLEANS-ESPE Bib. patrimoniale
452342301;FR-452342301;ORLEANS-Lab.Phys.Environnement
452342304;FR-452342304;ORLEANS-ICARE
452342305;FR-452342305;ORLEANS-CBM
452342307;FR-452342307;ORLEANS-ISTO
452342309;FR-452342309;ORLEANS-ESAD
452345101;FR-452345101;ORLEANS-Archives Départemental
452345104;FR-452345104;ORLEANS-Centre Jeanne d'arc
452345106;FR-452345106;ORLEANS-C.Charles Péguy
452345108;FR-452345108;ORLEANS-Agence Eau Loire-Bretagn
452345109;FR-452345109;ORLEANS-Musée Beaux-Arts
452345111;FR-452345111;ORLEANS-DRAC
452345112;FR-452345112;ORLEANS-Inventaire du patrimoine
452345113;FR-452345113;ORLEANS-Bib. Muséum
452345202;FR-452345202;ORLEANS-BRGM
452345203;FR-452345203;ORLEANS-CRDP
452345204;FR-452345204;ORLEANS-CHR Bibl.médicale
452345205;FR-452345205;ORLEANS-Gpe Rech.Milieux Ionise
452345210;FR-452345210;ORLEANS-Ecole de musique
452345301;FR-452345301;ORLEANS-C.Et.Réflexion Chrét
452345304;FR-452345304;ORLEANS-Rech. Litt. Jeunesse
452345401;FR-452345401;ORLEANS-Bib. Généalogique
452345404;FR-452345404;ORLEANS-CERCIL
452346101;FR-452346101;ORLEANS-Médiathèque
452346201;FR-452346201;ORLEANS-Médiath. La Source
452346202;FR-452346202;ORLEANS-Bib. Argonne
452346203;FR-452346203;ORLEANS-Bib. Blossières
452346204;FR-452346204;ORLEANS-Bib. Madeleine
452346205;FR-452346205;ORLEANS-Bib. Saint-Marceau
452346301;FR-452346301;ORLEANS-BDP
452346401;FR-452346401;ORLEANS-CERCIL
452349901;FR-452349901;ORLEANS-SCD-Bib. electronique
